timestamp,mi_score,behavioral_state,theta_fz,alpha_po,faa,beta_frontal,eda_norm
123.0,0.51,Focused,2.09,0.66,3.34,0.33,1.03
124.5,0.45,Neutral,1.08,0.99,3.01,0.37,1.02
126.0,0.55,Focused,2.11,1.29,3.23,0.32,1.01
127.5,0.53,Focused,2.01,1.54,2.74,0.33,1.01
129.0,0.44,Neutral,1.16,0.86,2.71,0.32,1.01
130.5,0.95,Focused,5.94,6.95,5.29,0.6,1.01
132.0,0.94,Focused,4.9,8.13,4.6,0.6,1.01
133.5,0.96,Focused,4.32,10.14,4.87,0.31,1.01
135.0,0.79,Focused,1.71,5.61,3.88,0.29,1.04
136.5,0.44,Neutral,1.43,0.95,2.5,0.43,1.05
138.0,0.92,Focused,4.56,7.26,3.97,0.41,1.05
139.5,0.99,Focused,9.65,11.11,4.04,0.29,1.04
141.0,0.99,Focused,8.33,11.04,3.78,0.3,1.03
142.5,0.95,Focused,9.0,4.48,4.71,0.49,1.02
144.0,0.95,Focused,7.0,7.03,3.76,0.43,1.0
145.5,0.87,Focused,3.21,7.37,3.08,0.47,0.99
147.0,0.86,Focused,2.52,7.5,3.09,0.47,0.98
148.5,0.64,Focused,2.31,3.05,2.65,0.41,0.98
150.0,0.46,Neutral,1.02,1.46,2.56,0.3,0.97
151.5,0.39,Neutral,0.66,1.14,2.13,0.45,0.97
153.0,0.44,Neutral,1.67,0.59,2.55,0.37,0.97
154.5,0.56,Focused,1.91,1.87,2.88,0.35,0.97
156.0,0.61,Focused,2.17,2.33,3.02,0.37,0.97
157.5,0.74,Focused,4.31,2.3,3.43,0.34,0.98
159.0,0.75,Focused,3.92,2.39,4.16,0.35,0.97
160.5,0.51,Focused,2.27,0.89,2.66,0.3,0.96
162.0,0.55,Focused,2.06,1.25,3.24,0.34,0.95
163.5,0.49,Neutral,1.94,0.84,2.76,0.41,0.94
165.0,0.55,Focused,3.4,0.73,2.38,0.47,0.93
166.5,0.36,Unfocused,0.95,0.46,1.83,0.28,0.93
168.0,0.34,Unfocused,0.68,0.46,1.58,0.34,0.93
169.5,0.6,Focused,2.59,1.21,3.67,0.38,0.93
171.0,0.67,Focused,2.44,2.61,3.69,0.41,0.92
172.5,0.5,Focused,2.42,0.67,2.53,0.3,0.89
174.0,0.4,Neutral,1.4,0.74,1.52,0.15,0.92
175.5,0.39,Neutral,1.11,0.79,1.86,0.23,0.98
177.0,0.41,Neutral,2.86,0.32,0.58,0.24,1.03
178.5,0.34,Unfocused,1.94,0.31,0.37,0.23,1.04
180.0,0.37,Unfocused,2.29,0.34,0.44,0.24,1.04
181.5,0.63,Focused,4.27,0.91,2.69,0.17,1.05
183.0,0.59,Focused,3.59,0.96,2.6,0.16,1.04
184.5,0.54,Focused,1.94,1.13,3.37,0.17,1.02
186.0,0.42,Neutral,1.07,0.5,2.8,0.16,0.99
187.5,0.51,Focused,2.16,0.85,2.74,0.15,0.96
189.0,0.56,Focused,2.27,1.49,2.87,0.17,0.93
190.5,0.53,Focused,2.58,1.18,2.04,0.14,0.9
192.0,0.41,Neutral,1.52,0.64,1.65,0.12,0.88
193.5,0.39,Neutral,1.53,0.46,1.39,0.14,0.86
195.0,0.36,Unfocused,1.02,0.48,1.34,0.15,0.84
196.5,0.47,Neutral,2.78,0.47,1.49,0.12,0.83
198.0,0.44,Neutral,2.21,0.67,1.41,0.13,0.83
199.5,0.47,Neutral,2.44,0.72,1.68,0.17,0.82
201.0,0.45,Neutral,2.01,0.39,2.05,0.16,0.81
